SampleId,RunId,Barcode,CreatedDate,OverallResult,Assay.Name,Assay.Version,Assay.Classification,Comments
OP1,76,EVOP22002,06/22/2023 22:42:20,Invalid,,,Ruo,
"
"
SampleId,RunId,LysisType,LysisReadings
OP1,76,Time,2452,4402
OP1,76,Temp,30.4,32.02
"
"
SampleId,RunId,Well,Type,TargetName,Result,VoltageDifference,Readings
OP1,76,0,Time,,,0,10009,19997,29999,39996,49999,60000,69999,79996,89999,100001,109997,120002,129999,140000,149998,159999,169997,180001,189997,199997,209999,219996,230000,239997,249997,260002,270002,280000,290000,299999,309999,320000,329997,339996,349997,359996,369999,379997,389996,399997,410001,419998,429997,439997,449997,459997,469997,479998,489998,499996,509998,519996,530000,540002,550000,559999,569997,579999,589997,600000
OP1,76,0,CartTemp,,,0,73.57,73.56,73.56,73.56,73.59,73.64,73.69,73.7,73.72,73.75,73.79,73.82,73.86,73.95,74,74.04,74.08,74.14,74.19,74.24,74.32,74.41,74.48,74.56,74.61,74.65,74.7,74.74,74.8,74.85,74.93,74.99,75.05,75.11,75.16,75.22,75.27,75.36,75.44,75.48,75.53,75.58,75.63,75.69,75.74,75.81,75.87,75.92,75.97,76.03,76.08,76.15,76.24,76.31,76.35,76.39,76.44,76.49,76.54,76.62
OP1,76,0,AdcTemp,,,0,104.48265306122454,104.72755102040821,104.72755102040821,104.97244897959183,104.97244897959183,105.2173469387755,105.46224489795918,105.46224489795918,105.70714285714286,105.70714285714286,105.95204081632653,105.95204081632653,106.1969387755102,106.1969387755102,106.44183673469388,106.44183673469388,106.68673469387755,106.68673469387755,106.93163265306123,106.93163265306123,106.93163265306123,107.1765306122449,107.1765306122449,107.42142857142858,107.42142857142858,107.66632653061225,107.66632653061225,107.66632653061225,107.91122448979593,107.91122448979593,108.1561224489796,108.1561224489796,108.1561224489796,108.40102040816328,108.40102040816328,108.40102040816328,108.64591836734695,108.64591836734695,108.64591836734695,108.89081632653063,108.89081632653063,108.89081632653063,109.1357142857143,109.1357142857143,109.1357142857143,109.38061224489797,109.38061224489797,109.38061224489797,109.62551020408165,109.62551020408165,109.62551020408165,109.87040816326532,109.87040816326532,109.87040816326532,110.115306122449,110.115306122449,110.115306122449,110.36020408163267,110.36020408163267,110.36020408163267
OP1,76,1,Target,Positive Control,NotAmplified,0,81.36749267578125,81.4361572265625,81.55059814453125,81.64215087890625,81.73370361328125,81.77947998046875,81.87103271484375,81.91680908203125,82.03125,82.122802734375,82.1685791015625,82.2601318359375,82.32879638671875,82.3974609375,206.65740966796875,206.97784423828125,207.275390625,207.61871337890625,207.82470703125,208.12225341796875,208.39691162109375,208.6029052734375,208.831787109375,209.08355712890625,285.736083984375,286.03363037109375,286.376953125,286.651611328125,286.92626953125,287.2467041015625,287.68157958984375,288.116455078125,288.45977783203125,288.665771484375,288.82598876953125,289.215087890625,289.3524169921875,289.64996337890625,289.97039794921875,362.70904541015625,363.09814453125,363.34991455078125,363.71612548828125,364.08233642578125,364.4256591796875,364.654541015625,364.95208740234375,365.3411865234375,365.66162109375,433.98284912109375,433.2733154296875,433.52508544921875,433.6395263671875,434.30328369140625,434.600830078125,434.783935546875,435.150146484375,435.40191650390625,435.516357421875,435.8367919921875
OP1,76,2,Target,GeneN_1,NotAmplified,0,80.1544189453125,80.26885986328125,80.3375244140625,80.40618896484375,80.5206298828125,80.58929443359375,80.68084716796875,80.7952880859375,80.841064453125,80.9326171875,81.00128173828125,81.04705810546875,81.13861083984375,81.23016357421875,201.6448974609375,201.9195556640625,202.1942138671875,202.423095703125,202.67486572265625,202.90374755859375,203.17840576171875,203.3843994140625,203.63616943359375,203.887939453125,278.2745361328125,278.50341796875,278.778076171875,279.02984619140625,279.2816162109375,279.57916259765625,279.8309326171875,280.1055908203125,280.33447265625,280.58624267578125,280.8380126953125,281.13555908203125,281.43310546875,281.77642822265625,281.95953369140625,352.68402099609375,353.02734375,353.32489013671875,353.6224365234375,353.96575927734375,354.37774658203125,354.56085205078125,354.88128662109375,355.20172119140625,422.3785400390625,421.89788818359375,421.57745361328125,421.783447265625,421.966552734375,422.49298095703125,422.76763916015625,422.90496826171875,423.17962646484375,423.3856201171875,423.614501953125,423.797607421875
OP1,76,3,Target,GeneN_2,NotAmplified,0,92.30804443359375,92.4224853515625,92.46826171875,92.559814453125,92.6971435546875,92.76580810546875,92.85736083984375,92.90313720703125,92.9718017578125,93.08624267578125,93.1549072265625,93.20068359375,93.31512451171875,93.3380126953125,233.66546630859375,233.82568359375,234.03167724609375,234.21478271484375,234.44366455078125,234.649658203125,234.8785400390625,235.107421875,235.3363037109375,235.5194091796875,322.174072265625,322.33428955078125,322.540283203125,322.81494140625,323.02093505859375,323.2269287109375,323.54736328125,323.73046875,323.91357421875,324.0966796875,324.25689697265625,324.5086669921875,324.71466064453125,324.94354248046875,407.84454345703125,406.79168701171875,406.8603515625,406.92901611328125,407.1807861328125,407.318115234375,407.4554443359375,407.61566162109375,407.89031982421875,408.050537109375,485.20660400390625,484.68017578125,485.2752685546875,485.321044921875,485.43548583984375,485.504150390625,485.66436767578125,485.89324951171875,485.93902587890625,486.07635498046875,486.25946044921875,486.419677734375
OP1,76,4,Target,GeneM_1,NotAmplified,0,83.038330078125,83.15277099609375,83.221435546875,83.31298828125,83.38165283203125,83.4503173828125,83.5418701171875,83.61053466796875,83.67919921875,83.74786376953125,83.79364013671875,83.8623046875,83.93096923828125,83.9996337890625,211.212158203125,211.41815185546875,211.64703369140625,211.83013916015625,212.0819091796875,212.28790283203125,212.47100830078125,212.6312255859375,212.88299560546875,213.11187744140625,291.7327880859375,291.8701171875,292.0989990234375,292.35076904296875,292.5567626953125,292.76275634765625,292.94586181640625,293.08319091796875,293.31207275390625,293.51806640625,293.6553955078125,293.81561279296875,293.975830078125,294.13604736328125,368.56842041015625,368.316650390625,368.33953857421875,368.38531494140625,368.499755859375,368.61419677734375,368.65997314453125,368.79730224609375,368.9117431640625,369.0948486328125,438.83514404296875,438.46893310546875,439.43023681640625,439.4989013671875,439.52178955078125,439.20135498046875,439.20135498046875,439.33868408203125,439.43023681640625,439.52178955078125,439.6820068359375,439.79644775390625
OP1,76,5,Target,GeneM_2,NotAmplified,0,97.0001220703125,97.06878662109375,97.1832275390625,97.25189208984375,97.34344482421875,97.4578857421875,97.503662109375,97.57232666015625,97.66387939453125,97.75543212890625,97.80120849609375,97.869873046875,97.93853759765625,98.03009033203125,244.6746826171875,245.0408935546875,245.269775390625,245.61309814453125,245.9564208984375,246.20819091796875,246.52862548828125,246.7803955078125,247.07794189453125,247.3297119140625,337.94403076171875,338.2415771484375,338.6077880859375,338.95111083984375,339.29443359375,339.59197998046875,339.86663818359375,340.04974365234375,340.37017822265625,340.55328369140625,340.96527099609375,341.1712646484375,341.42303466796875,341.65191650390625,427.43682861328125,427.52838134765625,427.7801513671875,427.89459228515625,428.21502685546875,428.44390869140625,428.67279052734375,428.90167236328125,429.107666015625,429.40521240234375,510.01739501953125,509.94873046875,510.68115234375,510.79559326171875,510.88714599609375,510.406494140625,510.6353759765625,510.93292236328125,511.02447509765625,511.11602783203125,511.29913330078125,511.48223876953125
